0.33,1.57,0.36,0.87,-0.92,-0.21,-0.51,-0.05,-0.12,-0.28
0.90,0.43,0.35,-0.19,-0.86,-0.72,0.37,-0.60,0.31,-0.16
-0.21,0.91,-0.14,-0.10,0.18,-0.03,-0.02,0.00,0.00,0.00
0.31,0.37,0.13,1.31,-0.05,-0.02,-0.17,-0.01,-0.06,-0.60
-0.85,0.21,0.03,0.12,0.13,0.02,0.08,0.00,0.01,0.05
