0.33,1.57,0.36,0.87,-0.42,-1.02,-0.23,-0.92,-0.05,-0.28,-0.02,0.02,0,0.01,0.01,0.04,0.01,0.03,0,0.01,-0,0,0,0,0,0.01,0,0.01,0,0,-0.01,0.01,0,0.01,0.01,0.02,0,0.02,0,0.01
0.9,0.43,0.35,-0.19,-1.43,0.75,0.62,-0.86,-0.6,-0.16,-0,0.02,0.01,-0.01,-0.05,0.03,0.02,-0.03,-0.02,-0.01,-0,0.01,0.01,-0.01,-0.04,0.02,0.02,-0.03,-0.02,-0,0,-0.01,-0.01,0,0.02,-0.01,-0.01,0.01,0.01,0
-0.21,0.91,-0.14,-0.1,-0.06,-0.04,0.01,0.18,0,0,-0.01,-0,0,0,-0,-0,0,0.01,0,0,0,0,-0,-0,0,0,-0,-0,-0,-0,0,0,-0,-0,0,0,-0,-0,-0,-0
0.31,0.37,0.13,1.31,-0.03,-0.34,-0.12,-0.05,-0.01,-0.6,-0,0,0,0,0,0,0,0,0,0.01,-0,0,0,0,0,0,0,0,0,0,-0.01,0,0,0.01,0,0.01,0,0,0,0.02
-0.85,0.21,0.03,0.12,0.04,0.16,0.02,0.13,0,0.05,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0
