-0.18143105,0.00236033958508038,0.0104052980954016,0.00496903569737632,9.2152469640334e-06,4.40072842743997e-06,1.94001284450184e-05,1.04519409228229e-06,2.03122025935617e-05,4.63225223790485e-06,-2.35205949515737e-07,-5.58625402491615e-08,-2.66770787438447e-08,-2.46263879711657e-07,-5.61611377522905e-08,-5.18439811371438e-07,-2.47580214043478e-07,-4.22395603548389e-09,-3.6187576492906e-07,-3.94105294651062e-08
0.16741038,0.00218126464371791,-0.00371027657291755,0.00709026674086317,2.78786974808529e-06,-5.32756514621883e-06,9.06205499164733e-06,-8.19491700049655e-07,-2.37104833759092e-06,-8.65870587386236e-06,1.11264413819577e-07,1.71148096989012e-08,-3.27060701808814e-08,-2.91118630005113e-08,-1.06312070979421e-07,-9.46289917601507e-08,1.80834172281346e-07,-3.35392151559723e-09,1.65061834802824e-08,-1.1519020142567e-07
-0.36820214,-0.00269756604778802,0.0169329615598091,0.0200401364287826,-3.8912837224477e-05,-4.60532886734034e-05,0.000289082288624213,3.09957440548971e-06,0.000122130388141095,0.000171064243036032,1.45358251878729e-06,-9.78320398235174e-08,-1.15784082910981e-07,6.14104025741176e-07,8.60156443516993e-07,-4.56216019897242e-06,-5.39931024318702e-06,5.19516108826389e-09,-1.2849360840335e-06,-2.13002538495913e-06
0.2163272,-0.00555518816172065,0.0139036505861264,0.0013771393733349,3.5057710571283e-05,3.47242281928948e-06,-8.69085837620646e-06,-7.00363467623933e-06,-4.38716155009315e-05,-4.30409380033397e-07,2.01263669128784e-07,-4.05934785460814e-07,-4.02073378212023e-08,1.01598276304888e-06,9.96745859881089e-09,-2.51863631778553e-07,-2.49467808389452e-08,5.40635976777854e-08,-8.47608213423295e-07,-8.23649249968659e-10
-0.21059391,0.00325134179719841,0.0203360739033741,-0.0204969767284019,2.9141143191847e-05,-2.93717133739965e-05,-0.000183710409762824,2.32955036768615e-06,9.1134134542368e-05,9.25819804640122e-05,2.57303673554569e-06,-2.04074532426395e-07,2.05689208343667e-07,-1.27641910081422e-06,-1.29669754202292e-06,8.04674938439895e-06,-8.1104167724303e-06,-1.08758465403946e-08,-2.66119393006739e-06,2.72486263625288e-06
-0.31680864,-0.0185715950735158,-0.0215813508703534,0.0149617755458458,0.00028228630660139,-0.000195701575142717,-0.000227417426576288,0.000121459194387156,0.000164017140276457,7.88312212726785e-05,-1.03567617116065e-05,6.42776601585408e-06,-4.45619891767458e-06,7.46946469334256e-06,3.59003347477501e-06,-6.0176012747975e-06,4.17184263111151e-06,1.8437812101579e-06,2.89332782532728e-06,-9.64075780585571e-07
0.08651293,0.0138037469515266,0.018362142423905,0.0237518093389935,-4.41869528961044e-05,-5.71567334698932e-05,-7.60315357956693e-05,-1.66087786015314e-05,-2.93893797534052e-05,-4.91741785974435e-05,-1.1948403224549e-05,-3.47200358996879e-06,-4.49110813920493e-06,-4.61855934038733e-06,-7.72775280637841e-06,-7.94705533641903e-06,-1.027967972361e-05,-8.70026635314756e-07,-2.04791362565678e-06,-4.43232580063277e-06
-0.47989245,0.0115131671313382,-0.00148247152446705,0.010796211657698,-2.12829472992646e-05,0.00015499468283217,-1.99576016852093e-05,8.26437895297813e-05,1.37022953666726e-06,7.26713762852919e-05,1.92286403499348e-07,1.02527885278788e-07,-7.46667124472363e-07,-1.32018122082069e-08,-7.00170180949277e-07,-1.23797003239034e-08,9.01561094091051e-08,-2.65417279939935e-07,5.66635587664261e-10,-2.18856241834661e-07
0.32894003,-0.0170211150474493,0.00623906659274137,-0.0159028532907006,7.83407338046347e-05,-0.000199683907498337,7.31938649675966e-05,-0.000106862671135907,-1.43578447642473e-05,-9.32824869759558e-05,-2.86838420679696e-06,-1.53504206734799e-06,3.9126924563507e-06,5.62667584006413e-07,3.65563442415603e-06,5.25701166753339e-07,-1.33996783098209e-06,1.39594212492205e-06,-6.87483461259094e-08,1.13848823984654e-06
-0.49530452,0.0167789940270961,0.000824420351096222,-0.00322011606899587,1.81575750942888e-05,-7.09219505042208e-05,-3.48468443583073e-06,0.000184775790437796,4.46077828328554e-07,6.8054411395096e-06,4.12986008399723e-08,-1.07596894331421e-07,4.20264356586973e-07,-5.28667387677266e-09,-8.06544185954477e-08,1.01458427571075e-09,-3.9628802530439e-09,-7.29954343040509e-07,-8.65852769357881e-11,5.15955821378622e-09
0.17781654,-0.011399997449703,0.0132781342033315,-0.00212315658461401,5.55901152541859e-05,-8.8887879452042e-06,1.03532057583444e-05,-2.38635625465892e-05,-3.23742620987594e-05,-8.27732143729106e-07,-6.20409810803511e-07,-1.66560260137773e-06,2.6632771414361e-07,1.94000875597458e-06,4.96013654778438e-08,3.61310814553172e-07,-5.77731346335051e-08,4.76670017969862e-07,-7.53207671935044e-07,3.07928331226291e-09
-0.22999203,0.00324070461441919,-0.0227877972301134,0.00557064593037156,-3.58663397701362e-05,8.76779258917596e-06,-6.16528512931566e-05,2.55031698811611e-06,0.000126101415481012,7.53574822708558e-06,7.71682899159203e-07,2.24461971145849e-07,-5.48713925027576e-08,-1.57835856485794e-06,-9.43218021103382e-08,-2.71313734577096e-06,6.63246533271126e-07,-1.06404162764318e-08,3.69953649095968e-06,-5.40451769586778e-08
